,IndexNumber,UID,code3,FIPS,Lat,Long,Population,State,Area,Date,Deaths,Area_MA,Area_MW,Area_NE,Area_O,Area_S,Area_SW,Area_W,NumberOfDays,Firstdeath,DaysSinceFirst,PopulationScaled,DeathsScaled,ClinicianCountper100k,ClinicianRate,CityPopulationDensity,MostDenseCity
5362,5362,8486060839,84840,2060839.0,4160.9610923300015,-9253.08642292,3155070,Iowa,MW,2020-04-30,162,0,1,0,0,0,0,0,99,2020-03-25,36,-0.4167643220745415,-0.2259881563058079,1287.0,40.91,1143.0,Iowa City
5363,5363,8990281065,89880,2281065.0,4040.964784169999,-10298.87791087,2913314,Kansas,MW,2020-04-30,134,0,1,0,0,0,0,0,99,2020-03-13,48,-0.4490984230903292,-0.2351853303761736,801.0,27.5,2386.0,Westwood Hills
5364,5364,10250704442,102480,2704442.0,4514.6572620000015,-10223.986874159997,4467673,Kentucky,S,2020-04-30,240,0,0,0,0,1,0,0,99,2020-03-16,45,-0.2412078188414225,-0.20036745710978895,687.0,15.42,910.0,Louisville
5365,5365,5545582140,55440,1582140.0,1989.9153525399995,-5876.747945990001,4648794,Louisiana,S,2020-04-30,1905,0,0,0,0,1,0,0,99,2020-03-14,47,-0.2169834574601932,0.3465359295744597,261.0,5.57,896.0,New Orleans
5366,5366,1512538302,15120,538302.0,715.0030145,-1112.38029805,1344212,Maine,NE,2020-04-30,53,0,0,1,0,0,0,0,99,2020-03-27,34,-0.658960856999206,-0.2617914410797317,719.0,53.82,4497.9,Munjoy Hill
5367,5367,2184747127,21840,747127.0,936.35809657,-1840.21122261,6045680,Maryland,MA,2020-04-30,1140,1,0,0,0,0,0,0,99,2020-03-19,42,-0.030154369323644164,0.09525599515196706,723.0,11.95,2917.0,Baltimore
5368,5368,1428590248,14280,520246.0,630.9941489099998,-1071.27703141,6892503,Massachusetts,NE,2020-04-30,3562,0,0,1,0,0,0,0,99,2020-03-20,41,0.08310553084219388,0.890811552238604,878.0,12.8,5472.0,Boston
5369,5369,7310474950,73080,2334941.0,3655.6204674499986,-7070.080729440003,9986857,Michigan,MW,2020-04-30,3991,0,1,0,0,0,0,0,99,2020-03-12,49,0.4969655997323417,1.0317253978167076,5602.0,56.23,1873.0,Detroit
5370,5370,7478526623,74760,2526623.0,3963.02512922,-8215.492913339998,5639632,Minnesota,MW,2020-04-30,343,0,1,0,0,0,0,0,99,2020-03-21,40,-0.08446200615275509,-0.1665349953509436,818.0,14.67,3019.0,Minneapolis
5371,5371,7058472780,70560,2472780.0,2689.00357846,-7350.949515640002,2976149,Mississippi,S,2020-04-30,261,0,0,0,0,1,0,0,99,2020-03-19,42,-0.4406944404080916,-0.1934695765570147,397.0,13.3,2462.0,University
5372,5372,9915588598,99120,3518595.0,4460.98472627,-10729.940478620003,6626371,Missouri,MW,2020-04-30,443,0,1,0,0,0,0,0,99,2020-03-18,43,0.047511216858120695,-0.13368794509963736,2235.0,36.56,1929.0,St. Louis
5373,5373,4873853196,48720,1853196.0,2630.58270339,-6143.222113399999,1068778,Montana,W,2020-04-30,16,0,0,0,0,0,0,1,99,2020-03-27,34,-0.6957992840876027,-0.273944849672715,223.0,21.23,962.0,Billings
5374,5374,7983061711,79800,3061711.0,3842.926930089997,-9210.62813682,1934408,Nebraska,MW,2020-04-30,70,0,1,0,0,0,0,0,99,2020-03-28,33,-0.5800240071046271,-0.2562074425370096,270.0,14.06,2256.4,Beechwood
5375,5375,1596714838,15960,714838.0,667.3519446600002,-1998.5878901,3080156,Nevada,W,2020-04-30,243,0,0,0,0,0,0,1,99,2020-03-16,45,-0.4267838328353777,-0.1993820456022498,629.0,20.98,1747.0,Las Vegas
5376,5376,1008500166,10080,500166.0,434.78972876,-715.77656705,1359711,New Hampshire,NE,2020-04-30,72,0,0,1,0,0,0,0,99,2020-03-23,38,-0.656887914728306,-0.2555505015319835,345.0,25.69,2531.5,Cluffs Crossing
5377,5377,1932884509,19320,884509.0,846.0152591300001,-1567.07144401,8882190,New Jersey,MA,2020-04-30,7228,1,0,0,0,0,0,0,99,2020-03-10,51,0.3492198793911419,2.09498441445149,3043.0,33.79,23394.0,Guttenberg
5378,5378,2941326065,29400,1326065.0,1140.1288463,-3494.2745445,2096829,New Mexico,SW,2020-04-30,123,0,0,0,0,0,1,0,99,2020-03-25,36,-0.558300711628671,-0.2387985059038173,282.0,13.51,4044.0,Morningside
5379,5379,5378405916,53760,2405916.0,2637.73738266,-4679.39936508,26161672,New York,MA,2020-04-30,24552,1,0,0,0,0,0,0,99,2020-03-11,50,2.6602959912083644,7.785407399987781,3875.0,19.52,27799.0,Manhattan
5380,5380,8571880074,85680,3880074.0,3562.4209710000014,-7950.109873960002,10488084,North Carolina,S,2020-04-30,406,0,0,0,0,1,0,0,99,2020-03-25,36,0.5640031270319338,-0.14584135369262066,1324.0,12.89,1235.0,Raleigh
5381,5381,4622186885,46200,2186885.0,2511.855856580001,-5313.2178520900015,762062,North Dakota,MW,2020-04-30,19,0,1,0,0,0,0,0,99,2020-03-27,34,-0.7368215798203179,-0.27295943816517576,90.0,11.91,2446.6,Calspur
5382,5382,7563609822,75600,3609822.0,3547.3389435400013,-7289.51590458,11689100,Ohio,MW,2020-04-30,976,0,1,0,0,0,0,0,99,2020-03-20,41,0.7246352216462442,0.04138683273982484,4424.0,37.95,1915.0,Cleveland
5383,5383,6639256009,66360,3256009.0,2733.6474108,-7488.35776672,3956971,Oklahoma,SW,2020-04-30,222,0,0,0,0,0,1,0,99,2020-03-19,42,-0.30951259744863296,-0.20627992615502413,1842.0,46.86,785.0,Tulsa
5384,5384,3193647378,31920,1647378.0,1601.7264242899994,-4373.1691055,4217737,Oregon,W,2020-04-30,103,0,0,0,0,0,0,1,99,2020-03-15,46,-0.2746359690072174,-0.2453679159540785,917.0,22.13,1874.0,Portland
5385,5385,5798988573,57960,2988573.0,2734.8112497699994,-5200.22629518,12801989,Pennsylvania,MA,2020-04-30,2475,1,0,0,0,0,0,0,99,2020-03-18,43,0.8734806085047251,0.5337641160069052,5750.0,44.9,4547.0,Philadelphia
5386,5386,630,630,72.0,18.2208,-66.5901,2933408,Puerto Rico,O,2020-04-30,92,0,0,0,1,0,0,0,99,2020-03-21,40,-0.4464109140902992,-0.24898109148172226,,,11907.4,Santa Teresita
5387,5387,588390113,5880,390113.0,208.27571053,-357.32052549,1059361,Rhode Island,NE,2020-04-30,266,0,0,1,0,0,0,0,99,2020-03-28,33,-0.6970587780785096,-0.19182722404444935,266.0,25.1,3783.0,Providence
5388,5388,4034242206,40320,2242206.0,1562.0437180300007,-3725.23638584,5148714,South Carolina,S,2020-04-30,244,0,0,0,0,1,0,0,99,2020-03-16,45,-0.15012073728029046,-0.1990535750997368,718.0,14.29,2427.6,Tranquil Acres
5389,5389,5715210577,57120,3210577.0,2921.9978651999995,-6554.50198811,884659,South Dakota,MW,2020-04-30,17,0,1,0,0,0,0,0,99,2020-03-11,50,-0.720424618494715,-0.2736163791702019,176.0,20.24,881.0,Sioux Falls
5390,5390,8152644119,81480,4644119.0,3409.0847101599993,-8180.328683919997,6829174,Tennessee,S,2020-04-30,199,0,0,0,0,1,0,0,99,2020-03-20,41,0.07463547722106839,-0.21383474771282454,823.0,12.25,793.0,Memphis
5391,5391,21516426612,215040,12426612.0,8041.803434339999,-25057.879425249987,28995881,Texas,SW,2020-04-30,812,0,0,0,0,0,1,0,99,2020-03-17,44,3.0393624884446457,-0.012482329672317376,4471.0,15.8,1524.0,Dallas
5392,5392,3110012044,31080,1591939.0,1388.55098628,-3904.519943400001,3205958,Utah,W,2020-04-30,46,0,0,0,0,0,0,1,99,2020-03-22,39,-0.40995821288804185,-0.2640907345973231,577.0,18.6,696.0,Salt Lake City
5393,5393,1344870296,13440,870296.0,618.2329411800001,-1017.58132988,623989,Vermont,NE,2020-04-30,49,0,0,1,0,0,0,0,99,2020-03-19,42,-0.7552884072395045,-0.2631053230897839,79.0,12.67,2428.3,Northfield Center
5394,5394,850,850,78.0,18.3358,-64.8963,107268,Virgin Islands,O,2020-04-30,4,0,0,0,1,0,0,0,99,2020-04-05,25,-0.8243982080757974,-0.2778864957028717,,,1878.9,Frenchtown
5395,5395,11346988213,113400,6988213.0,4996.297993259999,-10442.323660759994,8535519,Virginia,S,2020-04-30,552,0,0,0,0,1,0,0,99,2020-03-14,47,0.30285372867205274,-0.09788466032571358,1249.0,14.75,1463.0,Richmond
5396,5396,3446238627,34440,2238627.0,1842.11767038,-4708.0495961999995,7614893,Washington,W,2020-04-30,814,0,0,0,0,0,0,1,99,2020-02-29,61,0.1797229104844565,-0.011825388667291251,1261.0,17.03,3336.0,Seattle
5397,5397,4791143133,47880,3143133.0,2134.78395387,-4433.959998229999,1792147,West Virginia,S,2020-04-30,41,0,0,0,0,1,0,0,99,2020-03-30,31,-0.5990509662891229,-0.2657330871098884,741.0,40.81,3681.3,West Side
5398,5398,6220135229,62160,4135229.0,3196.450331630001,-6465.454558629999,5822434,Wisconsin,MW,2020-04-30,316,0,1,0,0,0,0,0,99,2020-03-19,42,-0.0600128163337309,-0.17540369891879629,1056.0,18.22,2389.0,Milwaukee
5399,5399,2101458641,21000,1458641.0,990.99836662,-2464.5245707,578759,Wyoming,W,2020-04-30,7,0,0,0,0,0,0,1,99,2020-04-13,17,-0.7613377768061093,-0.2769010841953325,123.0,21.23,862.0,Cheyenne
5400,5400,5796241491,57960,241491.0,2203.24678369,-5809.578199250002,4903185,Alabama,S,2020-05-01,289,0,0,0,0,1,0,0,100,2020-03-25,37,-0.18295946512284794,-0.18427240248664892,555.0,11.39,2973.9,Normal
5401,5401,2604232344,26040,232344.0,1747.5798765500006,-4229.3193343,731545,Alaska,W,2020-05-01,9,0,0,0,0,0,0,1,100,2020-03-25,37,-0.7409031321321482,-0.2762441431903064,227.0,30.68,3458.4,Homesite Park
5402,5402,1428230216,14280,230216.0,505.13855463,-1671.9484819,7278717,Arizona,SW,2020-05-01,330,0,0,0,0,0,1,0,100,2020-03-21,41,0.134760432849637,-0.1708051118836134,1975.0,28.15,1212.0,Phoenix
5403,5403,6468550635,64680,550635.0,2618.39170427,-6932.548370129999,3017804,Arkansas,S,2020-05-01,64,0,0,0,0,1,0,0,100,2020-03-24,38,-0.4351232157939656,-0.25817826555208795,333.0,11.08,643.0,Little Rock
5404,5404,5040521376,50400,521376.0,2194.94977547,-7002.258461499999,39512223,California,W,2020-05-01,2126,0,0,0,0,0,0,1,100,2020-03-04,58,4.445889997770455,0.4191279106298465,5338.0,13.5,7286.0,San Francisco
5405,5405,5544685999,55440,685999.0,2491.870365929999,-6751.119357399997,5758736,Colorado,W,2020-05-01,821,0,0,0,0,0,0,1,100,2020-03-12,50,-0.0685322225387626,-0.009526095149699815,1534.0,27.36,1774.0,Denver
5406,5406,840242082,8400,242082.0,332.90944112,-581.25463743,3565287,Connecticut,NE,2020-05-01,2339,0,0,1,0,0,0,0,100,2020-03-18,44,-0.3618990946700785,0.4890921276651287,518.0,14.44,3523.0,Bridgeport
5407,5407,420200029,4200,200029.0,117.32783047,-226.59971237,973764,Delaware,MA,2020-05-01,159,1,0,0,0,0,0,0,100,2020-03-26,36,-0.7085071063295081,-0.22697356781334704,310.0,32.23,6269.3,Cleland Heights
5408,5408,252181023,2520,181023.0,38.90417773,-77.01655992,705749,District of Columbia,MA,2020-05-01,231,1,0,0,0,0,0,0,100,2020-03-20,42,-0.7443532656130266,-0.20332369163240654,94.0,13.55,4382.0,Washington
5409,5409,5796978574,57960,978574.0,1939.0305769000006,-5540.949841920001,21477737,Florida,S,2020-05-01,1314,0,0,0,0,1,0,0,100,2020-03-08,54,2.033834486875966,0.1524098625892399,4835.0,23.04,4969.0,Miami
5410,5410,13526262703,135240,2262703.0,5216.5566110300015,-13288.811358250005,10617423,Georgia,S,2020-05-01,1169,0,0,0,0,1,0,0,100,2020-03-12,50,0.5813018095518339,0.10478163972484586,1028.0,9.86,1384.0,Atlanta
5411,5411,316,316,66.0,13.4443,144.7937,164229,Guam,O,2020-05-01,5,0,0,0,1,0,0,0,100,2020-03-22,40,-0.8167798543308633,-0.27755802520035866,,,320.0,-
5412,5412,588245055,5880,245055.0,105.14141503,-786.6161824,1415872,Hawaii,W,2020-05-01,16,0,0,0,0,0,0,1,100,2020-03-24,38,-0.6493765584552553,-0.273944849672715,212.0,14.85,15989.1,Mōʻiliʻili
5413,5413,3864875968,38640,875968.0,1947.5896553700006,-5036.245496399999,1787065,Idaho,W,2020-05-01,63,0,0,0,0,0,0,1,100,2020-03-26,36,-0.5997306677292619,-0.25850673605460106,457.0,26.62,2585.1,Ustick
5414,5414,8737914438,87360,1914438.0,4064.04900553,-9096.1896671,12671821,Illinois,MW,2020-05-01,2457,0,1,0,0,0,0,0,100,2020-03-17,45,0.8560710498545859,0.5278516469616701,2464.0,19.25,4612.0,Chicago
5415,5415,7897834500,78960,1834500.0,3665.0364912399987,-7932.1082973199955,6732219,Indiana,MW,2020-05-01,1175,0,1,0,0,0,0,0,100,2020-03-16,46,0.06166805236300616,0.10675246273992424,1104.0,16.56,921.0,Indianapolis
5416,5416,8486060839,84840,2060839.0,4160.9610923300015,-9253.08642292,3155070,Iowa,MW,2020-05-01,170,0,1,0,0,0,0,0,100,2020-03-25,37,-0.4167643220745415,-0.22336039228570334,1287.0,40.91,1143.0,Iowa City
5417,5417,8990281065,89880,2281065.0,4040.964784169999,-10298.87791087,2913314,Kansas,MW,2020-05-01,140,0,1,0,0,0,0,0,100,2020-03-13,49,-0.4490984230903292,-0.2332145073610952,801.0,27.5,2386.0,Westwood Hills
5418,5418,10250704442,102480,2704442.0,4514.6572620000015,-10223.986874159997,4467673,Kentucky,S,2020-05-01,246,0,0,0,0,1,0,0,100,2020-03-16,46,-0.2412078188414225,-0.19839663409471064,687.0,15.42,910.0,Louisville
5419,5419,5545582140,55440,1582140.0,1989.9153525399995,-5876.747945990001,4648794,Louisiana,S,2020-05-01,1970,0,0,0,0,1,0,0,100,2020-03-14,48,-0.2169834574601932,0.3678865122378088,261.0,5.57,896.0,New Orleans
5420,5420,1512538302,15120,538302.0,715.0030145,-1112.38029805,1344212,Maine,NE,2020-05-01,55,0,0,1,0,0,0,0,100,2020-03-27,35,-0.658960856999206,-0.2611345000747055,719.0,53.82,4497.9,Munjoy Hill
5421,5421,2184747127,21840,747127.0,936.35809657,-1840.21122261,6045680,Maryland,MA,2020-05-01,1080,1,0,0,0,0,0,0,100,2020-03-19,43,-0.030154369323644164,0.07554776500118332,723.0,11.95,2917.0,Baltimore
5422,5422,1428590248,14280,520246.0,630.9941489099998,-1071.27703141,6892503,Massachusetts,NE,2020-05-01,3716,0,0,1,0,0,0,0,100,2020-03-20,42,0.08310553084219388,0.9413960096256156,878.0,12.8,5472.0,Boston
5423,5423,7310474950,73080,2334941.0,3655.6204674499986,-7070.080729440003,9986857,Michigan,MW,2020-05-01,4069,0,1,0,0,0,0,0,100,2020-03-12,50,0.4969655997323417,1.0573460970127264,5602.0,56.23,1873.0,Detroit
5424,5424,7478526623,74760,2526623.0,3963.02512922,-8215.492913339998,5639632,Minnesota,MW,2020-05-01,370,0,1,0,0,0,0,0,100,2020-03-21,41,-0.08446200615275509,-0.1576662917830909,818.0,14.67,3019.0,Minneapolis
5425,5425,7058472780,70560,2472780.0,2689.00357846,-7350.949515640002,2976149,Mississippi,S,2020-05-01,281,0,0,0,0,1,0,0,100,2020-03-19,43,-0.4406944404080916,-0.18690016650675345,397.0,13.3,2462.0,University
5426,5426,9915588598,99120,3518595.0,4460.98472627,-10729.940478620003,6626371,Missouri,MW,2020-05-01,457,0,1,0,0,0,0,0,100,2020-03-18,44,0.047511216858120695,-0.12908935806445448,2235.0,36.56,1929.0,St. Louis
5427,5427,4873853196,48720,1853196.0,2630.58270339,-6143.222113399999,1068778,Montana,W,2020-05-01,16,0,0,0,0,0,0,1,100,2020-03-27,35,-0.6957992840876027,-0.273944849672715,223.0,21.23,962.0,Billings
5428,5428,7983061711,79800,3061711.0,3842.926930089997,-9210.62813682,1934408,Nebraska,MW,2020-05-01,73,0,1,0,0,0,0,0,100,2020-03-28,34,-0.5800240071046271,-0.2552220310294704,270.0,14.06,2256.4,Beechwood
5429,5429,1596714838,15960,714838.0,667.3519446600002,-1998.5878901,3080156,Nevada,W,2020-05-01,246,0,0,0,0,0,0,1,100,2020-03-16,46,-0.4267838328353777,-0.19839663409471064,629.0,20.98,1747.0,Las Vegas
5430,5430,1008500166,10080,500166.0,434.78972876,-715.77656705,1359711,New Hampshire,NE,2020-05-01,81,0,0,1,0,0,0,0,100,2020-03-23,39,-0.656887914728306,-0.25259426700936594,345.0,25.69,2531.5,Cluffs Crossing
5431,5431,1932884509,19320,884509.0,846.0152591300001,-1567.07144401,8882190,New Jersey,MA,2020-05-01,7538,1,0,0,0,0,0,0,100,2020-03-10,52,0.3492198793911419,2.1968102702305394,3043.0,33.79,23394.0,Guttenberg
5432,5432,2941326065,29400,1326065.0,1140.1288463,-3494.2745445,2096829,New Mexico,SW,2020-05-01,131,0,0,0,0,0,1,0,100,2020-03-25,37,-0.558300711628671,-0.2361707418837128,282.0,13.51,4044.0,Morningside
5433,5433,5378405916,53760,2405916.0,2637.73738266,-4679.39936508,26161672,New York,MA,2020-05-01,24921,1,0,0,0,0,0,0,100,2020-03-11,51,2.6602959912083644,7.906613015415101,3875.0,19.52,27799.0,Manhattan
5434,5434,8571880074,85680,3880074.0,3562.4209710000014,-7950.109873960002,10488084,North Carolina,S,2020-05-01,419,0,0,0,0,1,0,0,100,2020-03-25,37,0.5640031270319338,-0.14157123715995085,1324.0,12.89,1235.0,Raleigh
5435,5435,4622186885,46200,2186885.0,2511.855856580001,-5313.2178520900015,762062,North Dakota,MW,2020-05-01,23,0,1,0,0,0,0,0,100,2020-03-27,35,-0.7368215798203179,-0.27164555615512354,90.0,11.91,2446.6,Calspur
5436,5436,7563609822,75600,3609822.0,3547.3389435400013,-7289.51590458,11689100,Ohio,MW,2020-05-01,1003,0,1,0,0,0,0,0,100,2020-03-20,42,0.7246352216462442,0.05025553630767752,4424.0,37.95,1915.0,Cleveland
5437,5437,6639256009,66360,3256009.0,2733.6474108,-7488.35776672,3956971,Oklahoma,SW,2020-05-01,230,0,0,0,0,0,1,0,100,2020-03-19,43,-0.30951259744863296,-0.20365216213491966,1842.0,46.86,785.0,Tulsa
5438,5438,3193647378,31920,1647378.0,1601.7264242899994,-4373.1691055,4217737,Oregon,W,2020-05-01,104,0,0,0,0,0,0,1,100,2020-03-15,47,-0.2746359690072174,-0.2450394454515655,917.0,22.13,1874.0,Portland
5439,5439,5798988573,57960,2988573.0,2734.8112497699994,-5200.22629518,12801989,Pennsylvania,MA,2020-05-01,2635,1,0,0,0,0,0,0,100,2020-03-18,44,0.8734806085047251,0.5863193964089952,5750.0,44.9,4547.0,Philadelphia
5440,5440,630,630,72.0,18.2208,-66.5901,2933408,Puerto Rico,O,2020-05-01,94,0,0,0,1,0,0,0,100,2020-03-21,41,-0.4464109140902992,-0.2483241504766961,,,11907.4,Santa Teresita
5441,5441,588390113,5880,390113.0,208.27571053,-357.32052549,1059361,Rhode Island,NE,2020-05-01,279,0,0,1,0,0,0,0,100,2020-03-28,34,-0.6970587780785096,-0.1875571075117796,266.0,25.1,3783.0,Providence
5442,5442,4034242206,40320,2242206.0,1562.0437180300007,-3725.23638584,5148714,South Carolina,S,2020-05-01,256,0,0,0,0,1,0,0,100,2020-03-16,46,-0.15012073728029046,-0.19511192906958,718.0,14.29,2427.6,Tranquil Acres
5443,5443,5715210577,57120,3210577.0,2921.9978651999995,-6554.50198811,884659,South Dakota,MW,2020-05-01,21,0,1,0,0,0,0,0,100,2020-03-11,51,-0.720424618494715,-0.27230249716014965,176.0,20.24,881.0,Sioux Falls
5444,5444,8152644119,81480,4644119.0,3409.0847101599993,-8180.328683919997,6829174,Tennessee,S,2020-05-01,204,0,0,0,0,1,0,0,100,2020-03-20,42,0.07463547722106839,-0.2121923952002593,823.0,12.25,793.0,Memphis
5445,5445,21516426612,215040,12426612.0,8041.803434339999,-25057.879425249987,28995881,Texas,SW,2020-05-01,840,0,0,0,0,0,1,0,100,2020-03-17,45,3.0393624884446457,-0.0032851556019516327,4471.0,15.8,1524.0,Dallas
5446,5446,3110012044,31080,1591939.0,1388.55098628,-3904.519943400001,3205958,Utah,W,2020-05-01,46,0,0,0,0,0,0,1,100,2020-03-22,40,-0.40995821288804185,-0.2640907345973231,577.0,18.6,696.0,Salt Lake City
5447,5447,1344870296,13440,870296.0,618.2329411800001,-1017.58132988,623989,Vermont,NE,2020-05-01,50,0,0,1,0,0,0,0,100,2020-03-19,43,-0.7552884072395045,-0.26277685258727085,79.0,12.67,2428.3,Northfield Center
5448,5448,850,850,78.0,18.3358,-64.8963,107268,Virgin Islands,O,2020-05-01,4,0,0,0,1,0,0,0,100,2020-04-05,26,-0.8243982080757974,-0.2778864957028717,,,1878.9,Frenchtown
5449,5449,11346988213,113400,6988213.0,4996.297993259999,-10442.323660759994,8535519,Virginia,S,2020-05-01,581,0,0,0,0,1,0,0,100,2020-03-14,48,0.30285372867205274,-0.08835901575283478,1249.0,14.75,1463.0,Richmond
5450,5450,3446238627,34440,2238627.0,1842.11767038,-4708.0495961999995,7614893,Washington,W,2020-05-01,824,0,0,0,0,0,0,1,100,2020-02-29,62,0.1797229104844565,-0.00854068364216063,1261.0,17.03,3336.0,Seattle
5451,5451,4791143133,47880,3143133.0,2134.78395387,-4433.959998229999,1792147,West Virginia,S,2020-05-01,46,0,0,0,0,1,0,0,100,2020-03-30,32,-0.5990509662891229,-0.2640907345973231,741.0,40.81,3681.3,West Side
5452,5452,6220135229,62160,4135229.0,3196.450331630001,-6465.454558629999,5822434,Wisconsin,MW,2020-05-01,327,0,1,0,0,0,0,0,100,2020-03-19,43,-0.0600128163337309,-0.17179052339115258,1056.0,18.22,2389.0,Milwaukee
5453,5453,2101458641,21000,1458641.0,990.99836662,-2464.5245707,578759,Wyoming,W,2020-05-01,7,0,0,0,0,0,0,1,100,2020-04-13,18,-0.7613377768061093,-0.2769010841953325,123.0,21.23,862.0,Cheyenne
5454,5454,5796241491,57960,241491.0,2203.24678369,-5809.578199250002,4903185,Alabama,S,2020-05-02,288,0,0,0,0,1,0,0,101,2020-03-25,38,-0.18295946512284794,-0.18460087298916206,555.0,11.39,2973.9,Normal
5455,5455,2604232344,26040,232344.0,1747.5798765500006,-4229.3193343,731545,Alaska,W,2020-05-02,9,0,0,0,0,0,0,1,101,2020-03-25,38,-0.7409031321321482,-0.2762441431903064,227.0,30.68,3458.4,Homesite Park
5456,5456,1428230216,14280,230216.0,505.13855463,-1671.9484819,7278717,Arizona,SW,2020-05-02,330,0,0,0,0,0,1,0,101,2020-03-21,42,0.134760432849637,-0.1708051118836134,1975.0,28.15,1212.0,Phoenix
5457,5457,6468550635,64680,550635.0,2618.39170427,-6932.548370129999,3017804,Arkansas,S,2020-05-02,72,0,0,0,0,1,0,0,101,2020-03-24,39,-0.4351232157939656,-0.2555505015319835,333.0,11.08,643.0,Little Rock
5458,5458,5040521376,50400,521376.0,2194.94977547,-7002.258461499999,39512223,California,W,2020-05-02,2180,0,0,0,0,0,0,1,101,2020-03-04,59,4.445889997770455,0.4368653177655518,5338.0,13.5,7286.0,San Francisco
5459,5459,5544685999,55440,685999.0,2491.870365929999,-6751.119357399997,5758736,Colorado,W,2020-05-02,832,0,0,0,0,0,0,1,101,2020-03-12,51,-0.0685322225387626,-0.005912919622056131,1534.0,27.36,1774.0,Denver
5460,5460,840242082,8400,242082.0,332.90944112,-581.25463743,3565287,Connecticut,NE,2020-05-02,2436,0,0,1,0,0,0,0,101,2020-03-18,45,-0.3618990946700785,0.5209537664088958,518.0,14.44,3523.0,Bridgeport
5461,5461,420200029,4200,200029.0,117.32783047,-226.59971237,973764,Delaware,MA,2020-05-02,168,1,0,0,0,0,0,0,101,2020-03-26,37,-0.7085071063295081,-0.22401733329072948,310.0,32.23,6269.3,Cleland Heights
5462,5462,252181023,2520,181023.0,38.90417773,-77.01655992,705749,District of Columbia,MA,2020-05-02,240,1,0,0,0,0,0,0,101,2020-03-20,43,-0.7443532656130266,-0.20036745710978895,94.0,13.55,4382.0,Washington
5463,5463,5796978574,57960,978574.0,1939.0305769000006,-5540.949841920001,21477737,Florida,S,2020-05-02,1364,0,0,0,0,1,0,0,101,2020-03-08,55,2.033834486875966,0.168833387714893,4835.0,23.04,4969.0,Miami
5464,5464,13526262703,135240,2262703.0,5216.5566110300015,-13288.811358250005,10617423,Georgia,S,2020-05-02,1177,0,0,0,0,1,0,0,101,2020-03-12,51,0.5813018095518339,0.10740940374495037,1028.0,9.86,1384.0,Atlanta
5465,5465,316,316,66.0,13.4443,144.7937,164229,Guam,O,2020-05-02,5,0,0,0,1,0,0,0,101,2020-03-22,41,-0.8167798543308633,-0.27755802520035866,,,320.0,-
5466,5466,588245055,5880,245055.0,105.14141503,-786.6161824,1415872,Hawaii,W,2020-05-02,16,0,0,0,0,0,0,1,101,2020-03-24,39,-0.6493765584552553,-0.273944849672715,212.0,14.85,15989.1,Mōʻiliʻili
5467,5467,3864875968,38640,875968.0,1947.5896553700006,-5036.245496399999,1787065,Idaho,W,2020-05-02,64,0,0,0,0,0,0,1,101,2020-03-26,37,-0.5997306677292619,-0.25817826555208795,457.0,26.62,2585.1,Ustick
5468,5468,8737914438,87360,1914438.0,4064.04900553,-9096.1896671,12671821,Illinois,MW,2020-05-02,2559,0,1,0,0,0,0,0,101,2020-03-17,46,0.8560710498545859,0.5613556382180025,2464.0,19.25,4612.0,Chicago
5469,5469,7897834500,78960,1834500.0,3665.0364912399987,-7932.1082973199955,6732219,Indiana,MW,2020-05-02,1115,0,1,0,0,0,0,0,101,2020-03-16,47,0.06166805236300616,0.0870442325891405,1104.0,16.56,921.0,Indianapolis
5470,5470,8486060839,84840,2060839.0,4160.9610923300015,-9253.08642292,3155070,Iowa,MW,2020-05-02,175,0,1,0,0,0,0,0,101,2020-03-25,38,-0.4167643220745415,-0.2217180397731381,1287.0,40.91,1143.0,Iowa City
5471,5471,8990281065,89880,2281065.0,4040.964784169999,-10298.87791087,2913314,Kansas,MW,2020-05-02,142,0,1,0,0,0,0,0,101,2020-03-13,50,-0.4490984230903292,-0.2325575663560691,801.0,27.5,2386.0,Westwood Hills
5472,5472,10250704442,102480,2704442.0,4514.6572620000015,-10223.986874159997,4467673,Kentucky,S,2020-05-02,248,0,0,0,0,1,0,0,101,2020-03-16,47,-0.2412078188414225,-0.1977396930896845,687.0,15.42,910.0,Louisville
5473,5473,5545582140,55440,1582140.0,1989.9153525399995,-5876.747945990001,4648794,Louisiana,S,2020-05-02,1993,0,0,0,0,1,0,0,101,2020-03-14,49,-0.2169834574601932,0.3754413337956092,261.0,5.57,896.0,New Orleans
5474,5474,1512538302,15120,538302.0,715.0030145,-1112.38029805,1344212,Maine,NE,2020-05-02,56,0,0,1,0,0,0,0,101,2020-03-27,36,-0.658960856999206,-0.26080602957219245,719.0,53.82,4497.9,Munjoy Hill
5475,5475,2184747127,21840,747127.0,936.35809657,-1840.21122261,6045680,Maryland,MA,2020-05-02,1251,1,0,0,0,0,0,0,101,2020-03-19,44,-0.030154369323644164,0.13171622093091698,723.0,11.95,2917.0,Baltimore
5476,5476,1428590248,14280,520246.0,630.9941489099998,-1071.27703141,6892503,Massachusetts,NE,2020-05-02,3846,0,0,1,0,0,0,0,101,2020-03-20,43,0.08310553084219388,0.9840971749523136,878.0,12.8,5472.0,Boston
5477,5477,7310474950,73080,2334941.0,3655.6204674499986,-7070.080729440003,9986857,Michigan,MW,2020-05-02,4224,0,1,0,0,0,0,0,101,2020-03-12,51,0.4969655997323417,1.1082590249022513,5602.0,56.23,1873.0,Detroit
